id,Brands,sites,Targeting,Название креатива,Ad copy format,Rotation type,Duration,Skippable,Sound,Start date,Stop date,Impression (plan),Frequency (Fact),Reach 1+ (fact),Impressions (fact),Impressions (delta),Click (fact),CTR % (fact),Viewable impressions (fact),Viewability rate % (fact),Views 25%,Views 50%,Views 75%,Views 100%,25%,25% sec,50%,50% (sec),75%,75% (sec),100%,100% sec
380,Бренд 4 ,Moe video,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 5,sound off,8.1.2024,14.1.2024,4000000,2.1,1928797,4000869,0%,56913,1.42%,3508631,88%,3834960,3725393,3608482,3508631,96%,2.5,93%,5.0,90%,7.5,88%,10.0
32,Бренд 4 ,VK (Mytarget),"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,pre-rolls,CPM,15,skippable as of sec 5 - 10 -15,sound on / off,25.9.2023,30.9.2023,3900000,2.2,2219188,4792447,23%,62186,1.30%,4200311,88%,4449929,4309125,4251438,4200311,93%,3.8,90%,7.5,89%,11.3,88%,15.0
443,Бренд 2,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,22.1.2024,28.1.2024,4400000,2.0,2197562,4400583,0%,87579,1.99%,3850728,88%,4183136,4060698,3913618,3850728,95%,3.8,92%,7.5,89%,11.3,88%,15.0
444,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,22.1.2024,28.1.2024,4500000,2.0,2199965,4500458,0%,89945,2.00%,3934972,87%,4269790,4145041,3997499,3934972,95%,3.8,92%,7.5,89%,11.3,87%,15.0
132,Бренд 3,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,23.10.2023,29.10.2023,8000000,2.2,3586783,8005418,0%,287742,3.59%,6982836,87%,7596275,7395986,7083603,6982836,95%,3.8,92%,7.5,88%,11.3,87%,15.0
243,Бренд 3,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,13.11.2023,19.11.2023,8000000,1.9,4192233,8000862,0%,205372,2.57%,6975382,87%,7344587,7224950,7036272,6975382,92%,3.8,90%,7.5,88%,11.3,87%,15.0
310,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,in games,CPM,15,unskippable,50-70% sound on,27.11.2023,3.12.2023,8055679,3.0,2684610,8059185,0%,83164,1.03%,7023582,87%,7710501,7526099,7306508,7023582,96%,3.8,93%,7.5,91%,11.3,87%,15.0
343,Бренд 3,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,in games,CPM,15,70% unskippable,sound on,11.12.2023,17.12.2023,14952174,1.8,8212551,14953209,0%,310009,2.07%,12999101,87%,14284892,13403989,13104035,12999101,96%,3.8,90%,7.5,88%,11.3,87%,15.0
184,Бренд 5,Moe video,W w/kids 6-8.   All Russia,,all-rolls,CPM,15,unskippable,50-70% sound on,6.11.2023,12.11.2023,4000000,1.5,2743597,4000311,0%,117692,2.94%,3475349,87%,3676958,3586742,3504990,3475349,92%,3.8,90%,7.5,88%,11.3,87%,15.0
344,Бренд 2,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,11.12.2023,17.12.2023,17203478,2.0,8575161,17205162,0%,309043,1.80%,14921345,87%,16354406,15445868,15089566,14921345,95%,3.8,90%,7.5,88%,11.3,87%,15.0
398,Бренд 2,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,15.1.2024,21.1.2024,4400000,2.0,2162731,4400734,0%,86569,1.97%,3815401,87%,4156267,4027187,3881138,3815401,94%,3.8,92%,7.5,88%,11.3,87%,15.0
311,Бренд 4 ,Moe video,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 5,sound off,27.11.2023,3.12.2023,4846986,2.0,2399915,4847958,0%,45780,0.94%,4202425,87%,4667250,4504694,4376992,4202425,96%,2.5,93%,5.0,90%,7.5,87%,10.0
397,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,15.1.2024,21.1.2024,4500000,2.0,2216102,4500675,0%,89765,1.99%,3901084,87%,4248221,4115287,3967631,3901084,94%,3.8,91%,7.5,88%,11.3,87%,15.0
183,Бренд 5,Moe video,W w/kids 3-5.   All Russia,,all-rolls,CPM,15,unskippable,50-70% sound on,6.11.2023,12.11.2023,4000000,1.5,2740702,4000263,0%,120831,3.02%,3465589,87%,3669840,3578314,3496100,3465589,92%,3.8,89%,7.5,87%,11.3,87%,15.0
56,Бренд 5,Moe video,W w/kids 6-8.   All Russia,,all-rolls,CPM,15,unskippable,50-70% sound on,1.10.2023,8.10.2023,4800000,1.8,2632915,4801064,0%,109601,2.28%,4158940,87%,4469763,4345857,4226250,4158940,93%,3.8,91%,7.5,88%,11.3,87%,15.0
54,Бренд 5,Moe video,W w/kids 3-5.   All Russia,,all-rolls,CPM,15,unskippable,50-70% sound on,1.10.2023,8.10.2023,4800000,1.8,2631076,4800866,0%,112130,2.34%,4155541,87%,4468391,4343427,4224320,4155541,93%,3.8,90%,7.5,88%,11.3,87%,15.0
178,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,1.11.2023,5.11.2023,6150000,2.0,3150456,6154553,0%,114529,1.86%,5323611,86%,5896364,5733935,5521593,5323611,96%,3.8,93%,7.5,90%,11.3,86%,15.0
335,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,4.12.2023,10.12.2023,10796587,2.4,4437923,10798071,0%,131131,1.21%,9293326,86%,10312732,9973938,9661363,9293326,96%,3.8,92%,7.5,89%,11.3,86%,15.0
453,Бренд 4 ,Moe video,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 5,sound off,29.1.2024,31.1.2024,1162310,2.2,525353,1162899,0%,16913,1.45%,996526,86%,1111492,1077873,1034974,996526,96%,2.5,93%,5.0,89%,7.5,86%,10.0
465,Бренд 3,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",Icecream,in games,CPM,15,70% unskippable,sound on,1.2.2024,4.2.2024,1180952,1.6,719617,1181558,0%,32164,2.72%,1009332,85%,1119573,1071780,1027882,1009332,95%,3.8,91%,7.5,87%,11.3,85%,15.0
180,Бренд 5,Moe video,W w/kids 6-8.   All Russia,,all-rolls,CPM,15,unskippable,50-70% sound on,30.10.2023,5.11.2023,3999357,1.6,2523659,4000107,0%,136365,3.41%,3416892,85%,3730121,3598862,3459738,3416892,93%,3.8,90%,7.5,86%,11.3,85%,15.0
78,Бренд 4 ,Moe video,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,9.10.2023,15.10.2023,5100000,1.8,2797052,5100509,0%,99632,1.95%,4356466,85%,4780002,4624591,4509187,4356466,94%,3.8,91%,7.5,88%,11.3,85%,15.0
464,Бренд 3,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",Snow,in games,CPM,15,70% unskippable,sound on,1.2.2024,4.2.2024,1180953,1.7,707747,1181311,0%,33148,2.81%,1008390,85%,1119161,1071028,1026867,1008390,95%,3.8,91%,7.5,87%,11.3,85%,15.0
76,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,9.10.2023,15.10.2023,5500000,1.9,2929245,5501305,0%,95358,1.73%,4693799,85%,5160598,5010818,4878767,4693799,94%,3.8,91%,7.5,89%,11.3,85%,15.0
466,Бренд 3,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",Run,in games,CPM,15,70% unskippable,sound on,1.2.2024,4.2.2024,1180952,1.6,719185,1181400,0%,34702,2.94%,1006976,85%,1119534,1070948,1025471,1006976,95%,3.8,91%,7.5,87%,11.3,85%,15.0
182,Бренд 2,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,6.11.2023,12.11.2023,4000000,1.6,2484128,4001184,0%,116128,2.90%,3407603,85%,3629778,3530047,3443408,3407603,91%,3.8,88%,7.5,86%,11.3,85%,15.0
177,Бренд 2,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,30.10.2023,5.11.2023,4011882,1.6,2560558,4012574,0%,140930,3.51%,3416241,85%,3736583,3599901,3460515,3416241,93%,3.8,90%,7.5,86%,11.3,85%,15.0
110,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,16.10.2023,22.10.2023,5500000,2.0,2684206,5500678,0%,124998,2.27%,4679678,85%,5140498,4959150,4785847,4679678,93%,3.8,90%,7.5,87%,11.3,85%,15.0
10,Бренд 1,VK (Mytarget),"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,pre-rolls,CPM,15,skippable as of sec 5 - 10 -15,sound on / off,25.9.2023,30.9.2023,5142857,2.0,2562067,5142805,-0%,55325,1.08%,4373832,85%,4656679,4493985,4430893,4373832,91%,3.8,87%,7.5,86%,11.3,85%,15.0
364,Бренд 2,Programmatica,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 10,sound on,11.12.2023,17.12.2023,1333333,1.6,667384,1053748,-21%,1947,0.18%,895944,85%,1046586,1021212,959885,895944,99%,3.8,97%,7.5,91%,11.3,85%,15.0
179,Бренд 5,Moe video,W w/kids 3-5.   All Russia,,all-rolls,CPM,15,unskippable,50-70% sound on,30.10.2023,5.11.2023,3999357,1.6,2558175,4000132,0%,139060,3.48%,3400699,85%,3713805,3580125,3444475,3400699,93%,3.8,90%,7.5,86%,11.3,85%,15.0
245,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,13.11.2023,19.11.2023,6000000,2.5,2418941,6001013,0%,91401,1.52%,5086643,85%,5707095,5538132,5347749,5086643,95%,3.8,92%,7.5,89%,11.3,85%,15.0
20,Бренд 4 ,Moe video,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,11.9.2023,17.9.2023,5100000,2.1,2472488,5100712,0%,94139,1.85%,4322936,85%,4763435,4578714,4427534,4322936,93%,3.8,90%,7.5,87%,11.3,85%,15.0
48,Бренд 5,Hyper,W w/kids 3-5.   All Russia,,in games,CPM,15,70% unskippable,sound on,1.10.2023,8.10.2023,3650000,2.8,1274023,3563002,-2%,65519,1.84%,3016493,85%,3380385,3240434,3128505,3016493,95%,3.8,91%,7.5,88%,11.3,85%,15.0
266,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,20.11.2023,26.11.2023,6000000,2.2,2770619,6000466,0%,55316,0.92%,5079625,85%,5726398,5564030,5348966,5079625,95%,3.8,93%,7.5,89%,11.3,85%,15.0
362,Бренд 2,AdCamp,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,pre-rolls,CPM,15,skippable,sound on,11.12.2023,17.12.2023,1133213,3.0,377055,1133213,0%,7840,0.69%,957901,85%,999371,977732,967122,957901,88%,3.8,86%,7.5,85%,11.3,85%,15.0
153,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,30.10.2023,31.10.2023,1500000,1.9,783426,1503775,0%,22065,1.47%,1268479,84%,1426810,1386735,1321405,1268479,95%,3.8,92%,7.5,88%,11.3,84%,15.0
454,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,29.1.2024,31.1.2024,1275988,2.1,609642,1276319,0%,37100,2.91%,1075347,84%,1199778,1156034,1097147,1075347,94%,3.8,91%,7.5,86%,11.3,84%,15.0
313,Бренд 2,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,27.11.2023,3.12.2023,9658633,2.4,4063566,9665097,0%,173653,1.80%,8112369,84%,8822347,8418603,8182018,8112369,91%,3.8,87%,7.5,85%,11.3,84%,15.0
11,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,25.9.2023,30.9.2023,4714286,1.8,2594472,4716045,0%,62454,1.32%,3957647,84%,4385376,4241809,4073113,3957647,93%,3.8,90%,7.5,86%,11.3,84%,15.0
314,Бренд 4 ,MTS,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,unskippable,sound on / off,27.11.2023,3.12.2023,1800000,1.9,954177,1802263,0%,9092,0.50%,1512237,84%,1644208,1593767,1551345,1512237,91%,2.5,88%,5.0,86%,7.5,84%,10.0
134,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,23.10.2023,29.10.2023,5500000,2.1,2663902,5501403,0%,115010,2.09%,4609182,84%,5162687,4968051,4730820,4609182,94%,3.8,90%,7.5,86%,11.3,84%,15.0
33,Бренд 4 ,Moe video,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,25.9.2023,30.9.2023,4508584,1.6,2791843,4511014,0%,57239,1.27%,3776913,84%,4199714,4042200,3890580,3776913,93%,3.8,90%,7.5,86%,11.3,84%,15.0
264,Бренд 2,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,20.11.2023,26.11.2023,4000000,1.7,2384591,4000363,0%,83570,2.09%,3335619,83%,3559673,3474760,3371016,3335619,89%,3.8,87%,7.5,84%,11.3,83%,15.0
19,Бренд 4 ,VK (Mytarget),"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,pre-rolls,CPM,15,skippable as of sec 5 - 10 -15,sound on / off,11.9.2023,17.9.2023,4950000,2.4,2076209,4947954,-0%,110199,2.23%,4125740,83%,4533113,4257612,4185536,4125740,92%,3.8,86%,7.5,85%,11.3,83%,15.0
133,Бренд 2,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,23.10.2023,29.10.2023,4041588,1.4,2878184,4041809,0%,169228,4.19%,3368510,83%,3733272,3564720,3424387,3368510,92%,3.8,88%,7.5,85%,11.3,83%,15.0
358,Бренд 3,Plazkart,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,18.12.2023,24.12.2023,1216508,2.0,608527,1216508,0%,8707,0.72%,1013441,83%,1115210,1075041,1043473,1013441,92%,3.8,88%,7.5,86%,11.3,83%,15.0
455,Бренд 2,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,29.1.2024,31.1.2024,1362310,1.9,714452,1363049,0%,48562,3.56%,1129472,83%,1275645,1222985,1156014,1129472,94%,3.8,90%,7.5,85%,11.3,83%,15.0
80,Бренд 5,Moe video,W w/kids 6-8.   All Russia,,all-rolls,CPM,15,unskippable,50-70% sound on,9.10.2023,15.10.2023,4000000,1.7,2365326,4000410,0%,80869,2.02%,3307937,83%,3618983,3489117,3379973,3307937,90%,3.8,87%,7.5,84%,11.3,83%,15.0
136,Бренд 5,Moe video,W w/kids 6-8.   All Russia,,all-rolls,CPM,15,unskippable,50-70% sound on,23.10.2023,29.10.2023,4000000,1.4,2768377,4000185,0%,161265,4.03%,3305591,83%,3677650,3513035,3364036,3305591,92%,3.8,88%,7.5,84%,11.3,83%,15.0
77,Бренд 2,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,9.10.2023,15.10.2023,4041588,1.8,2252139,4042132,0%,82517,2.04%,3332222,82%,3645176,3511893,3400165,3332222,90%,3.8,87%,7.5,84%,11.3,82%,15.0
79,Бренд 5,Moe video,W w/kids 3-5.   All Russia,,all-rolls,CPM,15,unskippable,50-70% sound on,9.10.2023,15.10.2023,4000000,1.7,2353241,4000454,0%,83661,2.09%,3291267,82%,3606550,3474262,3363557,3291267,90%,3.8,87%,7.5,84%,11.3,82%,15.0
135,Бренд 5,Moe video,W w/kids 3-5.   All Russia,,all-rolls,CPM,15,unskippable,50-70% sound on,23.10.2023,29.10.2023,4000000,1.4,2780949,4000147,0%,164394,4.11%,3281239,82%,3653588,3485343,3340761,3281239,91%,3.8,87%,7.5,84%,11.3,82%,15.0
363,Бренд 2,AdCamp,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,pre-rolls,CPM,15,skippable,sound on,18.12.2023,24.12.2023,1180816,3.2,372715,1180816,0%,22165,1.88%,966973,82%,1031276,1008826,987003,966973,87%,3.8,85%,7.5,84%,11.3,82%,15.0
346,Бренд 4 ,Moe video,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 5,sound off,11.12.2023,17.12.2023,6642967,1.7,3812684,6644018,0%,55652,0.84%,5435356,82%,6451083,6210360,6103527,5435356,97%,2.5,93%,5.0,92%,7.5,82%,10.0
338,Бренд 4 ,Hyper,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,in games,CPM,10,70% unskippable,sound on,11.12.2023,17.12.2023,3573809,2.3,1544713,3586278,0%,63948,1.78%,2929989,82%,3356756,3270686,3102130,2929989,94%,2.5,91%,5.0,86%,7.5,82%,10.0
14,Бренд 5,Moe video,W w/kids 3-5.   All Russia,,pre-rolls,CPM,15,unskippable,70% sound on,25.9.2023,30.9.2023,6000000,2.1,2861667,6000807,0%,87929,1.47%,4876518,81%,5361849,5192875,4989999,4876518,89%,3.8,87%,7.5,83%,11.3,81%,15.0
21,Бренд 5,Moe video,W w/kids 6-8.   All Russia,,pre-rolls,CPM,15,unskippable,70% sound on,25.9.2023,30.9.2023,6000000,2.1,2813605,6000562,0%,95805,1.60%,4861466,81%,5361131,5189563,4975524,4861466,89%,3.8,86%,7.5,83%,11.3,81%,15.0
115,Бренд 5,Hyper,W w/kids 3-5.   All Russia,,in games,CPM,15,70% unskippable,sound on,9.10.2023,22.10.2023,3000000,1.7,2465882,4234604,41%,85622,2.02%,3430129,81%,3938481,3769087,3557267,3430129,93%,3.8,89%,7.5,84%,11.3,81%,15.0
347,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,11.12.2023,17.12.2023,10796587,2.0,5346730,10799304,0%,121805,1.13%,8693825,81%,10180247,9853321,9549708,8693825,94%,3.8,91%,7.5,88%,11.3,81%,15.0
29,Бренд 4 ,Moe video,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,18.9.2023,24.9.2023,5100000,1.9,2656870,5100636,0%,73114,1.43%,4105048,80%,4709464,4460541,4247664,4105048,92%,3.8,87%,7.5,83%,11.3,80%,15.0
304,Бренд 1,Hyper,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,in games,CPM,15,70% unskippable,sound on,1.11.2023,5.11.2023,2871305,2.6,1125734,2872536,0%,30496,1.06%,2310668,80%,2682949,2470381,2341117,2310668,93%,3.8,86%,7.5,82%,11.3,80%,15.0
28,Бренд 4 ,VK (Mytarget),"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,pre-rolls,CPM,15,skippable as of sec 5 - 10 -15,sound on / off,18.9.2023,24.9.2023,4950000,2.0,1947124,3971273,-20%,48836,1.23%,3184740,80%,3556141,3301585,3237825,3184740,90%,3.8,83%,7.5,82%,11.3,80%,15.0
262,Бренд 4 ,MTS,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,unskippable,sound on / off,20.11.2023,26.11.2023,1800000,1.7,1040871,1801024,0%,16133,0.90%,1443350,80%,1623214,1558373,1486147,1443350,90%,2.5,87%,5.0,83%,7.5,80%,10.0
199,Бренд 2,Hyper,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,pre-rolls,CPM,15,unskippable,sound off,6.11.2023,12.11.2023,3200000,2.4,1360532,3200343,0%,35333,1.10%,2559360,80%,2976287,2752263,2643355,2559360,93%,3.8,86%,7.5,83%,11.3,80%,15.0
46,Бренд 1,Hyper,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,in games,CPM,15,70% unskippable,sound on,1.10.2023,8.10.2023,4000000,1.9,2180694,4161750,4%,63226,1.52%,3323373,80%,3900917,3643947,3491610,3323373,94%,3.8,88%,7.5,84%,11.3,80%,15.0
332,Бренд 3,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,in games,CPM,15,70% unskippable,sound on,4.12.2023,10.12.2023,14952174,2.1,6992684,14952469,0%,252113,1.69%,11909581,80%,13694946,12403699,12111339,11909581,92%,3.8,83%,7.5,81%,11.3,80%,15.0
196,Бренд 5,Hyper,W w/kids 6-8.   All Russia,,in games,CPM,15,70% unskippable,sound on,6.11.2023,12.11.2023,3000000,2.5,1178911,3000367,0%,40866,1.36%,2370506,79%,2802599,2619560,2505535,2370506,93%,3.8,87%,7.5,84%,11.3,79%,15.0
225,Бренд 3,Hyper,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,in games,CPM,15,70% unskippable,sound on,6.11.2023,12.11.2023,6000000,2.9,2998941,8836598,47%,117466,1.33%,6964502,79%,8041393,7688370,7216496,6964502,91%,3.8,87%,7.5,82%,11.3,79%,15.0
111,Бренд 2,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,16.10.2023,22.10.2023,4041588,1.6,2520233,4041926,0%,121493,3.01%,3173788,79%,3645769,3402476,3243043,3173788,90%,3.8,84%,7.5,80%,11.3,79%,15.0
336,Бренд 3,MTS,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,sound on,4.12.2023,10.12.2023,857143,2.0,419922,835930,-2%,7514,0.90%,656313,79%,745207,706532,679189,656313,89%,3.8,85%,7.5,81%,11.3,79%,15.0
109,Бренд 5,Moe video,W w/kids 6-8.   All Russia,,all-rolls,CPM,15,unskippable,50-70% sound on,16.10.2023,22.10.2023,4000000,1.5,2630293,4000151,0%,120525,3.01%,3126267,78%,3594329,3354144,3196267,3126267,90%,3.8,84%,7.5,80%,11.3,78%,15.0
242,Бренд 4 ,Hyper,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,in games,CPM,10,70% unskippable,sound on,13.11.2023,19.11.2023,3190421,2.3,1357888,3190868,0%,48530,1.52%,2489517,78%,2970136,2885309,2626694,2489517,93%,2.5,90%,5.0,82%,7.5,78%,10.0
108,Бренд 5,Moe video,W w/kids 3-5.   All Russia,,all-rolls,CPM,15,unskippable,50-70% sound on,16.10.2023,22.10.2023,4000000,1.5,2634530,4000304,0%,121971,3.05%,3120455,78%,3578815,3343373,3191201,3120455,89%,3.8,84%,7.5,80%,11.3,78%,15.0
224,Бренд 2,Hyper,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,pre-rolls,CPM,15,unskippable,sound off,30.10.2023,5.11.2023,3200000,2.3,1383508,3202772,0%,35934,1.12%,2498162,78%,3033025,2837656,2674315,2498162,95%,3.8,89%,7.5,84%,11.3,78%,15.0
155,Бренд 5,Hyper,W w/kids 3-5.   All Russia,,in games,CPM,15,70% unskippable,sound on,23.10.2023,29.10.2023,3000000,2.0,905318,1852872,-38%,29821,1.61%,1445240,78%,1752816,1621263,1524913,1445240,95%,3.8,88%,7.5,82%,11.3,78%,15.0
12,Бренд 1,Hyper,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,in games,CPM,15,70% unskippable,sound on,25.9.2023,30.9.2023,3000000,1.9,1556069,3000000,0%,77091,2.57%,2336332,78%,2759830,2570850,2449225,2336332,92%,3.8,86%,7.5,82%,11.3,78%,15.0
328,Бренд 4 ,Hyper,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,in games,CPM,10,70% unskippable,sound on,4.12.2023,10.12.2023,3000000,2.3,1037188,2426191,-19%,52774,2.18%,1887577,78%,2219965,2166589,1982198,1887577,92%,2.5,89%,5.0,82%,7.5,78%,10.0
326,Бренд 4 ,MTS,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,unskippable,sound on / off,4.12.2023,10.12.2023,1800000,1.8,1010171,1800405,0%,13917,0.77%,1396780,78%,1580660,1509239,1450908,1396780,88%,2.5,84%,5.0,81%,7.5,78%,10.0
47,Бренд 4 ,Hyper,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,in games,CPM,15,70% unskippable,sound on,1.10.2023,8.10.2023,3584777,2.1,1704668,3584987,0%,53341,1.49%,2750915,77%,3316303,3074986,2917518,2750915,93%,3.8,86%,7.5,81%,11.3,77%,15.0
342,Бренд 4 ,MTS,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,unskippable,sound on / off,11.12.2023,17.12.2023,1800000,1.7,1035126,1801165,0%,11586,0.64%,1381916,77%,1577647,1501094,1440002,1381916,88%,2.5,83%,5.0,80%,7.5,77%,10.0
251,Бренд 9,Hyper,All 18-45 MSK+SPb,,,,,,,10.11.2023,12.11.2023,1428571,2.4,591512,1428411,-0%,20882,1.46%,1087021,76%,1308424,1129873,1098448,1087021,92%,0.0,79%,0.0,77%,0.0,76%,0.0
